ReturnID,OrderID,ProductID,CustomerID,StoreID,ReturnReason,ReturnDate,RefundAmount,ReturnStatus,ProductName,Category,Return_Count,Unnamed: 0,stale_returns,stale_refund,damaged_returns,damaged_refund,total_returns,total_returns_amount
13185,8185,1045,11185,2089,Stale Product,44:03.4,80,Processed,Parle-G Biscuits 800g,Snacks,17,89,4,1540,0,0,4,1540
15381,10381,1030,13381,2073,Stale Product,01:03.4,350,Processed,Johnson's Baby Powder 400g,Personal Care,22,73,7,2970,0,0,7,2970
9901,4901,1030,7901,2041,Damaged Item,24:03.4,350,Processed,Johnson's Baby Powder 400g,Personal Care,22,41,4,1299,0,0,4,1299
12121,7121,1001,10121,2004,Stale Product,09:03.4,520,Processed,Amul Butter 500g,Dairy,27,4,7,5781,0,0,7,5781
15782,10782,1048,13782,2040,Damaged Item,16:03.4,440,Processed,Real Orange Juice 1L,Beverages,17,40,4,900,0,0,4,900
12399,7399,1043,10399,2098,Stale Product,24:03.4,700,Processed,Good Day Butter Cookies 600g,Snacks,18,98,4,1865,0,0,4,1865
9973,4973,1034,7973,2023,Stale Product,27:03.4,420,Processed,Lizol Floor Cleaner 1L,Grocery,23,23,6,2165,0,0,6,2165
13127,8127,1046,11127,2023,Stale Product,48:03.4,90,Processed,Sprite 2L,Beverages,21,23,6,2165,0,0,6,2165
12873,7873,1016,10873,2086,Stale Product,07:03.4,150,Processed,Nescafe Classic Coffee 100g,Beverages,21,86,6,1710,0,0,6,1710
12005,7005,1016,10005,2091,Damaged Item,14:03.4,600,Processed,Nescafe Classic Coffee 100g,Beverages,21,91,9,2593,0,0,9,2593
14003,9003,1031,12003,2080,Stale Product,37:03.4,130,Processed,Himalaya Face Wash 100ml,Personal Care,19,80,6,1450,0,0,6,1450
13461,8461,1011,11461,2004,Stale Product,04:03.4,60,Processed,Bananas (12 pcs),Fruits,19,4,7,5781,0,0,7,5781
15658,10658,1003,13658,2003,Damaged Item,24:03.4,1020,Processed,Aashirvaad Atta 5kg,Grocery,18,3,6,2062,0,0,6,2062
17084,12084,1034,15084,2016,Stale Product,45:03.4,420,Processed,Lizol Floor Cleaner 1L,Grocery,23,16,10,5503,0,0,10,5503
9054,4054,1004,7054,2074,Stale Product,58:03.4,84,Processed,Tata Salt 1kg,Grocery,19,74,6,1628,0,0,6,1628
14977,9977,1023,12977,2030,Damaged Item,32:03.4,540,Processed,Haldiram's Bhujia 400g,Snacks,23,30,6,4292,0,0,6,4292
17859,12859,1017,15859,2016,Damaged Item,48:03.4,720,Processed,Tata Tea Premium 500g,Beverages,12,16,10,5503,0,0,10,5503
13234,8234,1048,11234,2070,Damaged Item,53:03.4,550,Processed,Real Orange Juice 1L,Beverages,17,70,5,4551,0,0,5,4551
10735,5735,1029,8735,2078,Damaged Item,44:03.4,770,Processed,Horlicks Classic Malt 1kg,Beverages,20,78,3,490,0,0,3,490
14505,9505,1009,12505,2073,Damaged Item,33:03.4,105,Processed,Farm Fresh Tomatoes 500g,Vegetables,26,73,7,2970,0,0,7,2970
9916,4916,1040,7916,2078,Stale Product,06:03.4,160,Processed,Sensodyne Toothpaste 100g,Personal Care,23,78,3,490,0,0,3,490
16108,11108,1042,14108,2023,Damaged Item,41:03.4,900,Processed,Kissan Mixed Fruit Jam 500g,Grocery,24,23,6,2165,0,0,6,2165
15571,10571,1034,13571,2016,Damaged Item,35:03.4,840,Processed,Lizol Floor Cleaner 1L,Grocery,23,16,10,5503,0,0,10,5503
14660,9660,1000,12660,2009,Stale Product,23:03.4,360,Processed,Amul Taaza Milk 1L,Dairy,29,9,5,2485,0,0,5,2485
12819,7819,1003,10819,2009,Damaged Item,52:03.4,255,Processed,Aashirvaad Atta 5kg,Grocery,18,9,5,2485,0,0,5,2485
17383,12383,1024,15383,2038,Damaged Item,12:03.4,450,Processed,Bournvita 500g,Beverages,29,38,3,1595,0,0,3,1595
13415,8415,1011,11415,2084,Stale Product,38:03.4,180,Processed,Bananas (12 pcs),Fruits,19,84,3,2380,0,0,3,2380
16613,11613,1015,14613,2065,Stale Product,37:03.4,575,Processed,Colgate Toothpaste 200g,Personal Care,22,65,6,1116,0,0,6,1116
10586,5586,1033,8586,2085,Stale Product,50:03.4,255,Processed,Oreo Chocolate Biscuits 300g,Snacks,20,85,7,4247,0,0,7,4247
17862,12862,1044,15862,2048,Damaged Item,37:03.4,680,Processed,Brooke Bond Red Label 500g,Beverages,18,48,6,3149,0,0,6,3149
15221,10221,1047,13221,2004,Stale Product,23:03.4,1925,Processed,Head & Shoulders Shampoo 650ml,Personal Care,15,4,7,5781,0,0,7,5781
10316,5316,1045,8316,2013,Stale Product,57:03.4,320,Processed,Parle-G Biscuits 800g,Snacks,17,13,9,6727,0,0,9,6727
16486,11486,1026,14486,2094,Damaged Item,59:03.4,1495,Processed,Gillette Mach3 Razor,Personal Care,16,94,4,1029,0,0,4,1029
14922,9922,1011,12922,2063,Damaged Item,52:03.4,300,Processed,Bananas (12 pcs),Fruits,19,63,6,1962,0,0,6,1962
16727,11727,1005,14727,2015,Damaged Item,33:03.4,180,Processed,India Gate Basmati Rice 1kg,Grocery,18,15,6,3065,0,0,6,3065
12880,7880,1016,10880,2088,Stale Product,17:03.4,150,Processed,Nescafe Classic Coffee 100g,Beverages,21,88,4,1738,0,0,4,1738
15867,10867,1036,13867,2098,Damaged Item,53:03.4,195,Processed,Frooti Mango Drink 1L,Beverages,28,98,4,1865,0,0,4,1865
15136,10136,1033,13136,2004,Damaged Item,29:03.4,255,Processed,Oreo Chocolate Biscuits 300g,Snacks,20,4,7,5781,0,0,7,5781
14242,9242,1049,12242,2030,Stale Product,43:03.4,960,Processed,Gillette Shaving Foam 200ml,Personal Care,21,30,6,4292,0,0,6,4292
16391,11391,1041,14391,2001,Damaged Item,08:03.4,275,Processed,Nestle Everyday Milk Powder 500g,Dairy,21,1,3,1461,0,0,3,1461
17374,12374,1013,15374,2026,Stale Product,01:03.4,420,Processed,Kellogg's Corn Flakes 500g,Grocery,21,26,7,2930,0,0,7,2930
14015,9015,1004,12015,2058,Damaged Item,16:03.4,56,Processed,Tata Salt 1kg,Grocery,19,58,5,2517,0,0,5,2517
9971,4971,1010,7971,2032,Damaged Item,39:03.4,900,Processed,Golden Apples 1kg,Fruits,18,32,3,1760,0,0,3,1760
11848,6848,1008,9848,2002,Stale Product,14:03.4,600,Processed,Britannia Good Day Cashew 600g,Snacks,19,2,5,2125,0,0,5,2125
14546,9546,1016,12546,2017,Damaged Item,00:03.4,600,Processed,Nescafe Classic Coffee 100g,Beverages,21,17,1,200,0,0,1,200
15635,10635,1034,13635,2088,Damaged Item,04:03.4,840,Processed,Lizol Floor Cleaner 1L,Grocery,23,88,4,1738,0,0,4,1738
9157,4157,1010,7157,2091,Stale Product,38:03.4,180,Processed,Golden Apples 1kg,Fruits,18,91,9,2593,0,0,9,2593
10002,5002,1022,8002,2062,Stale Product,27:03.4,160,Processed,Fortune Sunflower Oil 1L,Grocery,20,62,3,1080,0,0,3,1080
16779,11779,1024,14779,2087,Damaged Item,01:03.4,675,Processed,Bournvita 500g,Beverages,29,87,6,1715,0,0,6,1715
17115,12115,1000,15115,2065,Damaged Item,36:03.4,360,Processed,Amul Taaza Milk 1L,Dairy,29,65,6,1116,0,0,6,1116
14515,9515,1043,12515,2079,Damaged Item,49:03.4,700,Processed,Good Day Butter Cookies 600g,Snacks,18,79,3,2255,0,0,3,2255
8872,3872,1046,6872,2005,Damaged Item,25:03.4,180,Processed,Sprite 2L,Beverages,21,5,4,3535,0,0,4,3535
17036,12036,1018,15036,2099,Damaged Item,20:03.4,190,Processed,Surf Excel Matic 1kg,Grocery,24,99,1,950,0,0,1,950
12802,7802,1035,10802,2055,Stale Product,05:03.4,270,Processed,Sprite 2L,Beverages,16,55,6,1723,0,0,6,1723
11775,6775,1039,9775,2021,Stale Product,17:03.4,330,Processed,Eveready AA Batteries (4 pcs),Electronics,20,21,6,1647,0,0,6,1647
14519,9519,1009,12519,2029,Stale Product,14:03.4,70,Processed,Farm Fresh Tomatoes 500g,Vegetables,26,29,9,4345,0,0,9,4345
15590,10590,1032,13590,2060,Stale Product,40:03.4,320,Processed,Whisper Ultra Pads (30 pcs),Personal Care,22,60,7,2869,0,0,7,2869
15131,10131,1018,13131,2071,Damaged Item,37:03.4,760,Processed,Surf Excel Matic 1kg,Grocery,24,71,5,2285,0,0,5,2285
12344,7344,1025,10344,2079,Damaged Item,06:03.4,45,Processed,Dove Soap 125g,Personal Care,21,79,3,2255,0,0,3,2255
9122,4122,1046,7122,2099,Damaged Item,17:03.4,450,Processed,Sprite 2L,Beverages,21,99,1,950,0,0,1,950
16868,11868,1044,14868,2018,Stale Product,18:03.4,340,Processed,Brooke Bond Red Label 500g,Beverages,18,18,9,4243,0,0,9,4243
11872,6872,1027,9872,2049,Stale Product,21:03.4,495,Processed,Real Mixed Fruit Juice 1L,Beverages,21,49,7,2340,0,0,7,2340
17959,12959,1032,15959,2019,Stale Product,26:03.4,1600,Processed,Whisper Ultra Pads (30 pcs),Personal Care,22,19,9,3970,0,0,9,3970
12994,7994,1015,10994,2008,Damaged Item,33:03.4,115,Processed,Colgate Toothpaste 200g,Personal Care,22,8,8,4080,0,0,8,4080
9944,4944,1031,7944,2066,Damaged Item,01:03.4,520,Processed,Himalaya Face Wash 100ml,Personal Care,19,66,7,3908,0,0,7,3908
12391,7391,1007,10391,2098,Stale Product,02:03.4,80,Processed,Lays Classic Salted 52g,Snacks,22,98,4,1865,0,0,4,1865
8023,3023,1044,6023,2068,Stale Product,52:03.4,170,Processed,Brooke Bond Red Label 500g,Beverages,18,68,1,170,0,0,1,170
9915,4915,1033,7915,2053,Damaged Item,58:03.4,85,Processed,Oreo Chocolate Biscuits 300g,Snacks,20,53,7,3841,0,0,7,3841
10799,5799,1009,8799,2045,Damaged Item,06:03.4,105,Processed,Farm Fresh Tomatoes 500g,Vegetables,26,45,5,2313,0,0,5,2313
15545,10545,1048,13545,2010,Stale Product,33:03.4,220,Processed,Real Orange Juice 1L,Beverages,17,10,10,5120,0,0,10,5120
11174,6174,1038,9174,2078,Stale Product,58:03.4,90,Processed,Coca-Cola 2L,Beverages,15,78,3,490,0,0,3,490
11746,6746,1015,9746,2051,Stale Product,57:03.4,115,Processed,Colgate Toothpaste 200g,Personal Care,22,51,5,1625,0,0,5,1625
16127,11127,1025,14127,2091,Damaged Item,51:03.4,225,Processed,Dove Soap 125g,Personal Care,21,91,9,2593,0,0,9,2593
14879,9879,1013,12879,2053,Stale Product,15:03.4,210,Processed,Kellogg's Corn Flakes 500g,Grocery,21,53,7,3841,0,0,7,3841
12474,7474,1041,10474,2034,Damaged Item,39:03.4,1375,Processed,Nestle Everyday Milk Powder 500g,Dairy,21,34,4,2616,0,0,4,2616
9127,4127,1012,7127,2007,Damaged Item,30:03.4,180,Processed,Saffola Gold Oil 1L,Grocery,17,7,5,1545,0,0,5,1545
12868,7868,1024,10868,2036,Stale Product,44:03.4,1125,Processed,Bournvita 500g,Beverages,29,36,7,2930,0,0,7,2930
8344,3344,1012,6344,2007,Stale Product,27:03.4,540,Processed,Saffola Gold Oil 1L,Grocery,17,7,5,1545,0,0,5,1545
10322,5322,1016,8322,2006,Damaged Item,11:03.4,600,Processed,Nescafe Classic Coffee 100g,Beverages,21,6,7,2491,0,0,7,2491
12413,7413,1008,10413,2013,Damaged Item,34:03.4,150,Processed,Britannia Good Day Cashew 600g,Snacks,19,13,9,6727,0,0,9,6727
8629,3629,1008,6629,2014,Stale Product,19:03.4,300,Processed,Britannia Good Day Cashew 600g,Snacks,19,14,4,1800,0,0,4,1800
12165,7165,1013,10165,2091,Damaged Item,49:03.4,210,Processed,Kellogg's Corn Flakes 500g,Grocery,21,91,9,2593,0,0,9,2593
12985,7985,1036,10985,2095,Stale Product,44:03.4,130,Processed,Frooti Mango Drink 1L,Beverages,28,95,4,1995,0,0,4,1995
15018,10018,1039,13018,2020,Damaged Item,44:03.4,110,Processed,Eveready AA Batteries (4 pcs),Electronics,20,20,5,1194,0,0,5,1194
11815,6815,1040,9815,2014,Damaged Item,38:03.4,800,Processed,Sensodyne Toothpaste 100g,Personal Care,23,14,4,1800,0,0,4,1800
8904,3904,1044,6904,2092,Stale Product,42:03.4,850,Processed,Brooke Bond Red Label 500g,Beverages,18,92,6,3391,0,0,6,3391
9290,4290,1026,7290,2011,Stale Product,42:03.4,1495,Processed,Gillette Mach3 Razor,Personal Care,16,11,6,4745,0,0,6,4745
17330,12330,1027,15330,2003,Stale Product,20:03.4,297,Processed,Real Mixed Fruit Juice 1L,Beverages,21,3,6,2062,0,0,6,2062
15376,10376,1028,13376,2045,Damaged Item,00:03.4,300,Processed,Catch Black Pepper 100g,Grocery,12,45,5,2313,0,0,5,2313
9657,4657,1038,7657,2017,Damaged Item,36:03.4,180,Processed,Coca-Cola 2L,Beverages,15,17,1,200,0,0,1,200
9618,4618,1013,7618,2028,Damaged Item,24:03.4,840,Processed,Kellogg's Corn Flakes 500g,Grocery,21,28,4,1555,0,0,4,1555
9592,4592,1026,7592,2064,Stale Product,42:03.4,1495,Processed,Gillette Mach3 Razor,Personal Care,16,64,8,2990,0,0,8,2990
11694,6694,1027,9694,2071,Stale Product,15:03.4,495,Processed,Real Mixed Fruit Juice 1L,Beverages,21,71,5,2285,0,0,5,2285
10290,5290,1006,8290,2015,Stale Product,31:03.4,70,Processed,Maggi Noodles 70g,Snacks,21,15,6,3065,0,0,6,3065
9062,4062,1042,7062,2037,Stale Product,07:03.4,900,Processed,Kissan Mixed Fruit Jam 500g,Grocery,24,37,7,1860,0,0,7,1860
10999,5999,1011,8999,2018,Damaged Item,38:03.4,300,Processed,Bananas (12 pcs),Fruits,19,18,9,4243,0,0,9,4243
8369,3369,1049,6369,2029,Damaged Item,32:03.4,240,Processed,Gillette Shaving Foam 200ml,Personal Care,21,29,9,4345,0,0,9,4345
16551,11551,1015,14551,2041,Damaged Item,16:03.4,115,Processed,Colgate Toothpaste 200g,Personal Care,22,41,4,1299,0,0,4,1299
17657,12657,1031,15657,2093,Stale Product,52:03.4,130,Processed,Himalaya Face Wash 100ml,Personal Care,19,93,2,850,0,0,2,850
11140,6140,1011,9140,2001,Stale Product,19:03.4,240,Processed,Bananas (12 pcs),Fruits,19,1,3,1461,0,0,3,1461
17314,12314,1003,15314,2020,Damaged Item,27:03.4,255,Processed,Aashirvaad Atta 5kg,Grocery,18,20,5,1194,0,0,5,1194
16230,11230,1033,14230,2035,Stale Product,13:03.4,255,Processed,Oreo Chocolate Biscuits 300g,Snacks,20,35,3,1345,0,0,3,1345
13681,8681,1005,11681,2017,Damaged Item,43:03.4,900,Processed,India Gate Basmati Rice 1kg,Grocery,18,17,1,200,0,0,1,200
8142,3142,1036,6142,2087,Stale Product,07:03.4,130,Processed,Frooti Mango Drink 1L,Beverages,28,87,6,1715,0,0,6,1715
14013,9013,1040,12013,2027,Stale Product,40:03.4,160,Processed,Sensodyne Toothpaste 100g,Personal Care,23,27,4,1655,0,0,4,1655
10225,5225,1027,8225,2081,Stale Product,31:03.4,99,Processed,Real Mixed Fruit Juice 1L,Beverages,21,81,9,4529,0,0,9,4529
11383,6383,1016,9383,2030,Stale Product,57:03.4,750,Processed,Nescafe Classic Coffee 100g,Beverages,21,30,6,4292,0,0,6,4292
14600,9600,1018,12600,2010,Stale Product,34:03.4,380,Processed,Surf Excel Matic 1kg,Grocery,24,10,10,5120,0,0,10,5120
15930,10930,1014,13930,2040,Damaged Item,47:03.4,290,Processed,Dettol Handwash 750ml,Personal Care,13,40,4,900,0,0,4,900
12101,7101,1027,10101,2004,Damaged Item,34:03.4,198,Processed,Real Mixed Fruit Juice 1L,Beverages,21,4,7,5781,0,0,7,5781
15776,10776,1007,13776,2049,Stale Product,06:03.4,100,Processed,Lays Classic Salted 52g,Snacks,22,49,7,2340,0,0,7,2340
8888,3888,1000,6888,2081,Stale Product,52:03.4,72,Processed,Amul Taaza Milk 1L,Dairy,29,81,9,4529,0,0,9,4529
8357,3357,1008,6357,2055,Stale Product,25:03.4,600,Processed,Britannia Good Day Cashew 600g,Snacks,19,55,6,1723,0,0,6,1723
9793,4793,1008,7793,2032,Damaged Item,41:03.4,600,Processed,Britannia Good Day Cashew 600g,Snacks,19,32,3,1760,0,0,3,1760
11161,6161,1014,9161,2071,Damaged Item,40:03.4,145,Processed,Dettol Handwash 750ml,Personal Care,13,71,5,2285,0,0,5,2285
16234,11234,1015,14234,2039,Stale Product,24:03.4,230,Processed,Colgate Toothpaste 200g,Personal Care,22,39,5,3560,0,0,5,3560
10294,5294,1019,8294,2044,Damaged Item,32:03.4,398,Processed,Dabur Honey 500g,Grocery,18,44,3,1977,0,0,3,1977
13325,8325,1037,11325,2084,Stale Product,49:03.4,1750,Processed,Dabur Chyawanprash 1kg,Health,10,84,3,2380,0,0,3,2380
12613,7613,1004,10613,2081,Damaged Item,11:03.4,56,Processed,Tata Salt 1kg,Grocery,19,81,9,4529,0,0,9,4529
15489,10489,1027,13489,2022,Damaged Item,20:03.4,297,Processed,Real Mixed Fruit Juice 1L,Beverages,21,22,7,2100,0,0,7,2100
17439,12439,1013,15439,2060,Stale Product,37:03.4,210,Processed,Kellogg's Corn Flakes 500g,Grocery,21,60,7,2869,0,0,7,2869
14576,9576,1049,12576,2014,Stale Product,09:03.4,960,Processed,Gillette Shaving Foam 200ml,Personal Care,21,14,4,1800,0,0,4,1800
15947,10947,1045,13947,2004,Stale Product,36:03.4,320,Processed,Parle-G Biscuits 800g,Snacks,17,4,7,5781,0,0,7,5781
9708,4708,1011,7708,2072,Stale Product,35:03.4,120,Processed,Bananas (12 pcs),Fruits,19,72,4,1415,0,0,4,1415
8143,3143,1008,6143,2087,Stale Product,45:03.4,450,Processed,Britannia Good Day Cashew 600g,Snacks,19,87,6,1715,0,0,6,1715
9701,4701,1043,7701,2060,Stale Product,17:03.4,280,Processed,Good Day Butter Cookies 600g,Snacks,18,60,7,2869,0,0,7,2869
10674,5674,1006,8674,2055,Stale Product,34:03.4,70,Processed,Maggi Noodles 70g,Snacks,21,55,6,1723,0,0,6,1723
11912,6912,1002,9912,2024,Stale Product,15:03.4,120,Processed,Mother Dairy Curd 400g,Dairy,17,24,4,630,0,0,4,630
17043,12043,1021,15043,2067,Stale Product,18:03.4,2995,Processed,Patanjali Ghee 1L,Grocery,14,67,2,4193,0,0,2,4193
13792,8792,1047,11792,2076,Stale Product,02:03.4,770,Processed,Head & Shoulders Shampoo 650ml,Personal Care,15,76,5,1855,0,0,5,1855
17818,12818,1009,15818,2002,Stale Product,59:03.4,35,Processed,Farm Fresh Tomatoes 500g,Vegetables,26,2,5,2125,0,0,5,2125
14284,9284,1013,12284,2054,Damaged Item,06:03.4,420,Processed,Kellogg's Corn Flakes 500g,Grocery,21,54,3,1865,0,0,3,1865
14959,9959,1024,12959,2018,Stale Product,08:03.4,450,Processed,Bournvita 500g,Beverages,29,18,9,4243,0,0,9,4243
8214,3214,1046,6214,2077,Damaged Item,38:03.4,270,Processed,Sprite 2L,Beverages,21,77,6,3711,0,0,6,3711
8997,3997,1029,6997,2015,Stale Product,28:03.4,1155,Processed,Horlicks Classic Malt 1kg,Beverages,20,15,6,3065,0,0,6,3065
17376,12376,1012,15376,2005,Stale Product,01:03.4,720,Processed,Saffola Gold Oil 1L,Grocery,17,5,4,3535,0,0,4,3535
9567,4567,1000,7567,2040,Damaged Item,24:03.4,72,Processed,Amul Taaza Milk 1L,Dairy,29,40,4,900,0,0,4,900
9281,4281,1042,7281,2006,Stale Product,45:03.4,180,Processed,Kissan Mixed Fruit Jam 500g,Grocery,24,6,7,2491,0,0,7,2491
15435,10435,1046,13435,2077,Damaged Item,46:03.4,270,Processed,Sprite 2L,Beverages,21,77,6,3711,0,0,6,3711
11811,6811,1041,9811,2066,Damaged Item,37:03.4,1375,Processed,Nestle Everyday Milk Powder 500g,Dairy,21,66,7,3908,0,0,7,3908
12328,7328,1050,10328,2092,Stale Product,50:03.4,396,Processed,Dabur Red Toothpaste 200g,Personal Care,12,92,6,3391,0,0,6,3391
11031,6031,1010,9031,2085,Damaged Item,55:03.4,720,Processed,Golden Apples 1kg,Fruits,18,85,7,4247,0,0,7,4247
9660,4660,1034,7660,2034,Damaged Item,44:03.4,630,Processed,Lizol Floor Cleaner 1L,Grocery,23,34,4,2616,0,0,4,2616
16076,11076,1013,14076,2063,Damaged Item,29:03.4,840,Processed,Kellogg's Corn Flakes 500g,Grocery,21,63,6,1962,0,0,6,1962
13436,8436,1001,11436,2066,Stale Product,48:03.4,780,Processed,Amul Butter 500g,Dairy,27,66,7,3908,0,0,7,3908
8331,3331,1049,6331,2002,Damaged Item,53:03.4,720,Processed,Gillette Shaving Foam 200ml,Personal Care,21,2,5,2125,0,0,5,2125
17796,12796,1013,15796,2029,Stale Product,15:03.4,420,Processed,Kellogg's Corn Flakes 500g,Grocery,21,29,9,4345,0,0,9,4345
10143,5143,1047,8143,2019,Stale Product,13:03.4,1155,Processed,Head & Shoulders Shampoo 650ml,Personal Care,15,19,9,3970,0,0,9,3970
9170,4170,1024,7170,2055,Stale Product,15:03.4,225,Processed,Bournvita 500g,Beverages,29,55,6,1723,0,0,6,1723
11276,6276,1014,9276,2097,Damaged Item,36:03.4,580,Processed,Dettol Handwash 750ml,Personal Care,13,97,7,3164,0,0,7,3164
16533,11533,1002,14533,2020,Stale Product,26:03.4,160,Processed,Mother Dairy Curd 400g,Dairy,17,20,5,1194,0,0,5,1194
15038,10038,1015,13038,2036,Damaged Item,07:03.4,345,Processed,Colgate Toothpaste 200g,Personal Care,22,36,7,2930,0,0,7,2930
9960,4960,1025,7960,2056,Damaged Item,53:03.4,225,Processed,Dove Soap 125g,Personal Care,21,56,7,3594,0,0,7,3594
10874,5874,1018,8874,2076,Damaged Item,11:03.4,950,Processed,Surf Excel Matic 1kg,Grocery,24,76,5,1855,0,0,5,1855
10078,5078,1046,8078,2096,Stale Product,14:03.4,270,Processed,Sprite 2L,Beverages,21,96,10,5020,0,0,10,5020
11192,6192,1044,9192,2013,Damaged Item,05:03.4,510,Processed,Brooke Bond Red Label 500g,Beverages,18,13,9,6727,0,0,9,6727
17113,12113,1026,15113,2018,Stale Product,22:03.4,598,Processed,Gillette Mach3 Razor,Personal Care,16,18,9,4243,0,0,9,4243
10599,5599,1042,8599,2013,Stale Product,14:03.4,900,Processed,Kissan Mixed Fruit Jam 500g,Grocery,24,13,9,6727,0,0,9,6727
12885,7885,1038,10885,2027,Damaged Item,37:03.4,90,Processed,Coca-Cola 2L,Beverages,15,27,4,1655,0,0,4,1655
11627,6627,1027,9627,2004,Damaged Item,19:03.4,99,Processed,Real Mixed Fruit Juice 1L,Beverages,21,4,7,5781,0,0,7,5781
16844,11844,1015,14844,2097,Stale Product,08:03.4,460,Processed,Colgate Toothpaste 200g,Personal Care,22,97,7,3164,0,0,7,3164
12539,7539,1044,10539,2037,Damaged Item,29:03.4,680,Processed,Brooke Bond Red Label 500g,Beverages,18,37,7,1860,0,0,7,1860
11280,6280,1025,9280,2049,Stale Product,59:03.4,90,Processed,Dove Soap 125g,Personal Care,21,49,7,2340,0,0,7,2340
16810,11810,1004,14810,2070,Stale Product,25:03.4,56,Processed,Tata Salt 1kg,Grocery,19,70,5,4551,0,0,5,4551
9513,4513,1022,7513,2053,Stale Product,50:03.4,320,Processed,Fortune Sunflower Oil 1L,Grocery,20,53,7,3841,0,0,7,3841
11625,6625,1021,9625,2013,Stale Product,49:03.4,1198,Processed,Patanjali Ghee 1L,Grocery,14,13,9,6727,0,0,9,6727
16254,11254,1035,14254,2031,Stale Product,18:03.4,360,Processed,Sprite 2L,Beverages,16,31,5,1800,0,0,5,1800
8285,3285,1031,6285,2002,Stale Product,05:03.4,130,Processed,Himalaya Face Wash 100ml,Personal Care,19,2,5,2125,0,0,5,2125
13538,8538,1045,11538,2086,Damaged Item,00:03.4,160,Processed,Parle-G Biscuits 800g,Snacks,17,86,6,1710,0,0,6,1710
12804,7804,1030,10804,2080,Damaged Item,35:03.4,350,Processed,Johnson's Baby Powder 400g,Personal Care,22,80,6,1450,0,0,6,1450
13915,8915,1044,11915,2020,Stale Product,16:03.4,170,Processed,Brooke Bond Red Label 500g,Beverages,18,20,5,1194,0,0,5,1194
9185,4185,1011,7185,2007,Damaged Item,57:03.4,120,Processed,Bananas (12 pcs),Fruits,19,7,5,1545,0,0,5,1545
11285,6285,1010,9285,2081,Stale Product,34:03.4,360,Processed,Golden Apples 1kg,Fruits,18,81,9,4529,0,0,9,4529
16474,11474,1030,14474,2010,Stale Product,15:03.4,525,Processed,Johnson's Baby Powder 400g,Personal Care,22,10,10,5120,0,0,10,5120
8263,3263,1029,6263,2059,Damaged Item,46:03.4,770,Processed,Horlicks Classic Malt 1kg,Beverages,20,59,5,2780,0,0,5,2780
14096,9096,1032,12096,2088,Damaged Item,14:03.4,1280,Processed,Whisper Ultra Pads (30 pcs),Personal Care,22,88,4,1738,0,0,4,1738
9260,4260,1021,7260,2060,Stale Product,59:03.4,599,Processed,Patanjali Ghee 1L,Grocery,14,60,7,2869,0,0,7,2869
9194,4194,1018,7194,2051,Damaged Item,30:03.4,570,Processed,Surf Excel Matic 1kg,Grocery,24,51,5,1625,0,0,5,1625
14554,9554,1008,12554,2016,Stale Product,09:03.4,300,Processed,Britannia Good Day Cashew 600g,Snacks,19,16,10,5503,0,0,10,5503
11223,6223,1048,9223,2010,Stale Product,33:03.4,440,Processed,Real Orange Juice 1L,Beverages,17,10,10,5120,0,0,10,5120
14735,9735,1019,12735,2008,Damaged Item,27:03.4,597,Processed,Dabur Honey 500g,Grocery,18,8,8,4080,0,0,8,4080
13620,8620,1009,11620,2008,Damaged Item,59:03.4,35,Processed,Farm Fresh Tomatoes 500g,Vegetables,26,8,8,4080,0,0,8,4080
11350,6350,1031,9350,2043,Damaged Item,26:03.4,260,Processed,Himalaya Face Wash 100ml,Personal Care,19,43,3,589,0,0,3,589
16118,11118,1043,14118,2022,Stale Product,12:03.4,560,Processed,Good Day Butter Cookies 600g,Snacks,18,22,7,2100,0,0,7,2100
15318,10318,1042,13318,2002,Stale Product,43:03.4,720,Processed,Kissan Mixed Fruit Jam 500g,Grocery,24,2,5,2125,0,0,5,2125
17582,12582,1016,15582,2037,Stale Product,37:03.4,150,Processed,Nescafe Classic Coffee 100g,Beverages,21,37,7,1860,0,0,7,1860
17740,12740,1025,15740,2014,Damaged Item,32:03.4,135,Processed,Dove Soap 125g,Personal Care,21,14,4,1800,0,0,4,1800
15190,10190,1048,13190,2049,Stale Product,53:03.4,440,Processed,Real Orange Juice 1L,Beverages,17,49,7,2340,0,0,7,2340
13053,8053,1036,11053,2083,Stale Product,01:03.4,195,Processed,Frooti Mango Drink 1L,Beverages,28,83,6,1740,0,0,6,1740
13008,8008,1042,11008,2064,Damaged Item,00:03.4,360,Processed,Kissan Mixed Fruit Jam 500g,Grocery,24,64,8,2990,0,0,8,2990
16265,11265,1048,14265,2067,Damaged Item,47:03.4,330,Processed,Real Orange Juice 1L,Beverages,17,67,2,4193,0,0,2,4193
8925,3925,1033,6925,2022,Stale Product,45:03.4,170,Processed,Oreo Chocolate Biscuits 300g,Snacks,20,22,7,2100,0,0,7,2100
16286,11286,1023,14286,2009,Stale Product,39:03.4,405,Processed,Haldiram's Bhujia 400g,Snacks,23,9,5,2485,0,0,5,2485
10681,5681,1008,8681,2053,Damaged Item,39:03.4,450,Processed,Britannia Good Day Cashew 600g,Snacks,19,53,7,3841,0,0,7,3841
12958,7958,1024,10958,2008,Stale Product,08:03.4,450,Processed,Bournvita 500g,Beverages,29,8,8,4080,0,0,8,4080
